Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Unnamed: 68
Benin,BEN,"Population, total",SP.POP.TOTL,2512284.0,2551216.0,2593302.0,2638082.0,2685619.0,2735843.0,2788642.0,2843739.0,2901218.0,2961166.0,3023443.0,3088381.0,3156408.0,3227380.0,3301276.0,3378703.0,3460329.0,3546454.0,3636927.0,3732394.0,3833939.0,3941569.0,4054385.0,4171526.0,4293070.0,4419552.0,4551382.0,4688787.0,4831624.0,4979680.0,5133419.0,5293046.0,5457778.0,5706181.0,5923394.0,6046511.0,6203860.0,6387026.0,6584183.0,6788589.0,6998023.0,7212041.0,7431783.0,7659208.0,7894554.0,8149419.0,8402631.0,8647761.0,8906469.0,9172514.0,9445710.0,9726380.0,10014078.0,10308730.0,10614844.0,10932783.0,11260085.0,11596779.0,11940683.0,12290444.0,12643123.0,12996895.0,13352864.0,,
Burkina Faso,BFA,"Population, total",SP.POP.TOTL,4783259.0,4852833.0,4924497.0,4998671.0,5076111.0,5157929.0,5242797.0,5330613.0,5422119.0,5515747.0,5611666.0,5707793.0,5805283.0,5907742.0,6018141.0,6138444.0,6269765.0,6416569.0,6577779.0,6749939.0,6932967.0,7123730.0,7321817.0,7531184.0,7751476.0,7979185.0,8207827.0,8434996.0,8663720.0,8895234.0,9131361.0,9365064.0,9598555.0,9840075.0,10091256.0,10353263.0,10621210.0,10897353.0,11201063.0,11533554.0,11882888.0,12249764.0,12632269.0,13030591.0,13445977.0,13876127.0,14316242.0,14757074.0,15197915.0,15650022.0,16116845.0,16602651.0,17113732.0,17636408.0,18169842.0,18718019.0,19275498.0,19835858.0,20392723.0,20951639.0,21522626.0,22100683.0,22673762.0,,
Bangladesh,BGD,"Population, total",SP.POP.TOTL,50396429.0,51882769.0,53461661.0,55094115.0,56774465.0,58500159.0,60265259.0,62104488.0,63995652.0,65866908.0,67541860.0,68376204.0,69346705.0,71144818.0,72947807.0,74700345.0,76380080.0,78137788.0,80007550.0,81908151.0,83929765.0,86154836.0,88555336.0,91045478.0,93534239.0,95959099.0,98271746.0,100490256.0,102688833.0,104893674.0,107147651.0,109242834.0,111272102.0,113418757.0,115614891.0,117793338.0,119876868.0,122039226.0,124350471.0,126754824.0,129193327.0,131670484.0,134139826.0,136503206.0,138789725.0,140912590.0,142628831.0,144135934.0,145421318.0,146706810.0,148391139.0,150211005.0,152090649.0,154030139.0,155961299.0,157830000.0,159784568.0,161793964.0,163683958.0,165516222.0,167420951.0,169356251.0,171186372.0,,
Bulgaria,BGR,"Population, total",SP.POP.TOTL,7867374.0,7943118.0,8012946.0,8078145.0,8144340.0,8204168.0,8258057.0,8310226.0,8369603.0,8434172.0,8489574.0,8536395.0,8576200.0,8620967.0,8678745.0,8720742.0,8758599.0,8804183.0,8814032.0,8825940.0,8861535.0,8891117.0,8917457.0,8939738.0,8960679.0,8960547.0,8958171.0,8971359.0,8981446.0,8876972.0,8718289.0,8632367.0,8540164.0,8472313.0,8443591.0,8406067.0,8362826.0,8312068.0,8256786.0,8210624.0,8170172.0,8009142.0,7837161.0,7775327.0,7716860.0,7658972.0,7601022.0,7545338.0,7492561.0,7444443.0,7395599.0,7348328.0,7305888.0,7265115.0,7223938.0,7177991.0,7127822.0,7075947.0,7025037.0,6975761.0,6934015.0,6877743.0,6465097.0,,
Bahrain,BHR,"Population, total",SP.POP.TOTL,160691.0,166970.0,173359.0,179891.0,186587.0,193012.0,199019.0,204916.0,210801.0,216696.0,222555.0,230992.0,243143.0,256632.0,270627.0,285116.0,300044.0,315337.0,330912.0,346697.0,362595.0,377430.0,391017.0,404772.0,419217.0,434375.0,450196.0,466565.0,483337.0,500349.0,517418.0,535415.0,554470.0,573755.0,593254.0,612934.0,632756.0,652643.0,672484.0,692133.0,711442.0,730257.0,748324.0,778256.0,833451.0,901921.0,970981.0,1040532.0,1110343.0,1179453.0,1213645.0,1212077.0,1224939.0,1261673.0,1311134.0,1362142.0,1409661.0,1456834.0,1487340.0,1494188.0,1477469.0,1463265.0,1472233.0,,
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,114500.0,120216.0,126305.0,132639.0,138785.0,144849.0,151323.0,158197.0,165456.0,172745.0,179129.0,184435.0,189181.0,193563.0,197767.0,201881.0,206096.0,210534.0,215016.0,219426.0,223752.0,227956.0,232177.0,236586.0,241166.0,245935.0,250804.0,255618.0,260452.0,265493.0,270679.0,276058.0,281973.0,288164.0,293997.0,299554.0,304933.0,310171.0,315398.0,320272.0,325014.0,329626.0,334002.0,338490.0,343089.0,347804.0,352664.0,357666.0,362795.0,368057.0,373272.0,377950.0,382061.0,385650.0,389131.0,392697.0,395976.0,399020.0,401906.0,404557.0,406471.0,407906.0,409984.0,,
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,3262539.0,3325333.0,3387512.0,3448532.0,3507959.0,3565517.0,3620849.0,3673367.0,3723067.0,3770376.0,3815561.0,3859242.0,3901895.0,3943152.0,3983063.0,4022090.0,4060039.0,4096516.0,4131521.0,4165511.0,4199820.0,4235970.0,4274013.0,4312521.0,4349597.0,4383306.0,4413374.0,4440300.0,4463320.0,4481230.0,4494310.0,4502386.0,4275730.0,3942981.0,3762330.0,3750527.0,3907751.0,4047748.0,4115059.0,4153014.0,4179350.0,4194932.0,4198410.0,4183757.0,4142860.0,4094297.0,4058086.0,4007876.0,3943392.0,3877750.0,3811088.0,3743142.0,3674374.0,3617559.0,3571068.0,3524324.0,3480986.0,3440027.0,3400129.0,3360711.0,3318407.0,3270943.0,3233526.0,,
Belarus,BLR,"Population, total",SP.POP.TOTL,8198000.0,8271216.0,8351928.0,8437232.0,8524224.0,8610000.0,8696496.0,8785648.0,8874552.0,8960304.0,9040000.0,9115576.0,9188968.0,9257272.0,9317584.0,9367000.0,9411000.0,9463000.0,9525000.0,9584000.0,9643000.0,9710000.0,9776000.0,9843000.0,9910000.0,9975000.0,10043000.0,10111000.0,10140000.0,10170000.0,10189348.0,10194050.0,10216470.0,10239050.0,10226955.0,10193831.0,10159569.0,10117433.0,10071963.0,10026738.0,9979610.0,9928549.0,9865548.0,9796749.0,9730146.0,9663915.0,9604924.0,9560953.0,9527985.0,9504583.0,9483836.0,9461643.0,9446836.0,9443211.0,9448515.0,9461076.0,9469379.0,9458989.0,9438785.0,9419758.0,9379952.0,9302585.0,9228071.0,,
Belize,BLZ,"Population, total",SP.POP.TOTL,91403.0,93757.0,96188.0,98862.0,101772.0,104838.0,108062.0,111411.0,114825.0,118145.0,120905.0,123091.0,125054.0,126875.0,128620.0,130801.0,133471.0,136183.0,138933.0,141823.0,145133.0,148764.0,152409.0,156053.0,159721.0,163436.0,167191.0,170980.0,174817.0,178695.0,182589.0,186462.0,190299.0,194177.0,198416.0,203556.0,209840.0,217117.0,224907.0,232733.0,240406.0,248100.0,255987.0,263998.0,272128.0,280375.0,288729.0,297173.0,305671.0,314171.0,322106.0,329538.0,337059.0,344688.0,352335.0,359871.0,367313.0,374693.0,382066.0,389095.0,394921.0,400031.0,405272.0,,
Bermuda,BMU,"Population, total",SP.POP.TOTL,44400.0,45500.0,46600.0,47700.0,48900.0,50100.0,51000.0,52000.0,53000.0,54000.0,55000.0,54600.0,54200.0,53800.0,53400.0,53000.0,53200.0,53400.0,53600.0,53800.0,54670.0,55050.0,55449.0,55930.0,56423.0,56898.0,57382.0,57849.0,58347.0,58841.0,59326.0,59021.0,58595.0,58910.0,59320.0,59746.0,60129.0,60497.0,60943.0,61285.0,61833.0,62504.0,62912.0,63325.0,63740.0,64154.0,64523.0,64888.0,65273.0,65636.0,65124.0,64564.0,64798.0,65001.0,65138.0,65237.0,64554.0,63873.0,63918.0,63911.0,63893.0,63764.0,63532.0,,
Bolivia,BOL,"Population, total",SP.POP.TOTL,3707515.0,3784744.0,3864140.0,3945729.0,4029472.0,4115511.0,4204065.0,4295269.0,4389249.0,4486098.0,4585693.0,4688267.0,4793804.0,4902248.0,5013765.0,5127776.0,5244355.0,5363917.0,5486132.0,5610380.0,5736088.0,5862990.0,5991118.0,6120620.0,6251926.0,6385630.0,6521983.0,6661434.0,6804072.0,6949139.0,7096194.0,7244891.0,7394419.0,7544489.0,7693722.0,7841471.0,7989367.0,8137619.0,8286928.0,8439052.0,8592656.0,8746084.0,8900583.0,9057378.0,9216279.0,9377388.0,9542663.0,9711152.0,9880593.0,10051317.0,10223270.0,10396246.0,10569697.0,10743349.0,10916987.0,11090085.0,11263015.0,11435533.0,11606905.0,11777315.0,11936162.0,12079472.0,12224110.0,,
Brazil,BRA,"Population, total",SP.POP.TOTL,73092515.0,75330008.0,77599218.0,79915555.0,82262794.0,84623747.0,86979283.0,89323288.0,91659246.0,94000381.0,96369875.0,98766288.0,101194394.0,103666904.0,106167372.0,108700515.0,111286504.0,113939886.0,116664382.0,119447303.0,122288383.0,125168060.0,128065095.0,130977370.0,133888775.0,136783180.0,139643355.0,142466264.0,145253973.0,148003411.0,150706446.0,153336445.0,155900790.0,158440875.0,160980472.0,163515328.0,166037122.0,168546707.0,171039804.0,173486281.0,175873720.0,178211881.0,180476685.0,182629278.0,184722043.0,186797334.0,188820682.0,190779453.0,192672317.0,194517549.0,196353492.0,198185302.0,199977707.0,201721767.0,203459650.0,205188205.0,206859578.0,208504960.0,210166592.0,211782878.0,213196304.0,214326223.0,215313498.0,,
Barbados,BRB,"Population, total",SP.POP.TOTL,232550.0,233698.0,234829.0,235875.0,236834.0,237694.0,238494.0,239238.0,239905.0,240594.0,241397.0,242350.0,243458.0,244643.0,245851.0,247090.0,248359.0,249663.0,251009.0,252334.0,253575.0,254684.0,255642.0,256505.0,257279.0,257911.0,258370.0,258654.0,258762.0,258759.0,258868.0,259402.0,260212.0,260995.0,261712.0,262303.0,262793.0,263224.0,263642.0,264170.0,264657.0,265377.0,266455.0,267499.0,268505.0,269477.0,270425.0,271444.0,272635.0,273791.0,274711.0,275486.0,276197.0,276865.0,277493.0,278083.0,278649.0,279187.0,279688.0,280180.0,280693.0,281200.0,281635.0,,
Brunei Darussalam,BRN,"Population, total",SP.POP.TOTL,85346.0,89561.0,93837.0,98277.0,102904.0,107686.0,112597.0,117628.0,122764.0,128012.0,133343.0,138666.0,143886.0,149065.0,154314.0,159653.0,165064.0,170560.0,176176.0,181951.0,187921.0,194099.0,200630.0,207523.0,214682.0,222119.0,229815.0,237712.0,245729.0,253821.0,261928.0,269860.0,277416.0,284713.0,291935.0,299097.0,306196.0,313215.0,320152.0,327045.0,333926.0,340748.0,347463.0,354045.0,360461.0,366717.0,372808.0,378748.0,384568.0,390311.0,396053.0,401506.0,406634.0,411702.0,416656.0,421437.0,425994.0,430276.0,434274.0,438048.0,441725.0,445373.0,449002.0,,
Bhutan,BTN,"Population, total",SP.POP.TOTL,221266.0,227071.0,233417.0,240268.0,247444.0,255010.0,262976.0,271339.0,280102.0,289296.0,298894.0,308837.0,319128.0,329800.0,340842.0,352269.0,364119.0,376387.0,389072.0,402063.0,415257.0,428641.0,442201.0,456033.0,470165.0,484528.0,499151.0,514026.0,529051.0,544209.0,558442.0,567710.0,545944.0,520838.0,521260.0,527536.0,537494.0,546865.0,557143.0,570990.0,587207.0,603234.0,619048.0,634627.0,649991.0,663323.0,673260.0,681614.0,689737.0,697678.0,705516.0,713331.0,721145.0,728889.0,736357.0,743274.0,749761.0,756121.0,762096.0,767459.0,772506.0,777486.0,782455.0,,
Botswana,BWA,"Population, total",SP.POP.TOTL,512865.0,524403.0,536428.0,549041.0,562274.0,570975.0,574855.0,578723.0,582655.0,586737.0,592244.0,604139.0,626601.0,657246.0,691569.0,727930.0,766424.0,806968.0,849394.0,893500.0,938578.0,982747.0,1023009.0,1060717.0,1099170.0,1138704.0,1179263.0,1220361.0,1261272.0,1301671.0,1341474.0,1380584.0,1420695.0,1462262.0,1503544.0,1543634.0,1582169.0,1619354.0,1655699.0,1691558.0,1726985.0,1761930.0,1795130.0,1826863.0,1859085.0,1892807.0,1928704.0,1966977.0,2007320.0,2048997.0,2091664.0,2134037.0,2175425.0,2217278.0,2260376.0,2305171.0,2352416.0,2401840.0,2451409.0,2499702.0,2546402.0,2588423.0,2630296.0,,
Central African Republic,CAF,"Population, total",SP.POP.TOTL,1679728.0,1710364.0,1742502.0,1776214.0,1811694.0,1849171.0,1888853.0,1930861.0,1975257.0,2021519.0,2067356.0,2111224.0,2153613.0,2195905.0,2239305.0,2283927.0,2318349.0,2342048.0,2365957.0,2390329.0,2415276.0,2441010.0,2467635.0,2495097.0,2523538.0,2553075.0,2583631.0,2615594.0,2657235.0,2724109.0,2809221.0,2898052.0,2991727.0,3089146.0,3187844.0,3276706.0,3363570.0,3458472.0,3555064.0,3655360.0,3759170.0,3844773.0,3930648.0,4026841.0,4115138.0,4208834.0,4294352.0,4375569.0,4467233.0,4564540.0,4660067.0,4732022.0,4773306.0,4802428.0,4798734.0,4819333.0,4904177.0,4996741.0,5094780.0,5209324.0,5343020.0,5457154.0,5579144.0,,
